Mahonia microphylla,Mahonia napaulensis,Mahonia bealei,Mahonia longibracteata,Mahonia decipiens,Mahonia japonica,Mahonia shenii,Mahonia cardiophylla,Mahonia bodinieri,Mahonia oiwakensis,Mahonia nitens,Mahonia bracteolata,Mahonia breviracema,Mahonia imbricata,Mahonia subimbricata,Mahonia sheridaniana,Mahonia philippinensis,Mahonia monyulensis,Mahonia polyodonta,Mahonia calamicaulis subsp. kingdon-wardiana,Mahonia gracilipes,Mahonia leptodonta,Mahonia duclouxiana,Mahonia taronensis,Mahonia paucijuga,Mahonia fordii,Mahonia hancockiana,Mahonia fortunei,Mahonia eurybracteata subsp. ganpinensis,Mahonia setosa,Mahonia nervosa,Mahonia retinervis,Mahonia conferta,Mahonia chochoco,Mahonia dictyota,Mahonia alpina,Mahonia volcania,Mahonia repens,Mahonia pumila,Mahonia gracilis,Mahonia lanceolata,Mahonia pallida,Mahonia hartwegii,Mahonia aquifolium,Mahonia pinnata,Mahonia moranensis
0,3,2,4,4,4,0,3,3,3,2,2,2,4,2,1,2,2,9,6,5,32,5,9,6,6,5,5,5,15,7,8,6,0,6,3,5,6,6,7,21,11,8,12,7,7
0,4,3,5,5,5,1,3,3,5,4,4,3,5,5,2,3,3,12,8,6,51,9,15,11,8,7,7,7,17,10,10,7,0,8,4,6,7,7,8,26,12,11,14,9,9
0,4,3,5,6,5,0,6,6,6,3,3,2,4,3,3,5,3,10,6,5,48,8,12,10,7,6,6,7,12,7,7,7,0,4,3,6,8,6,4,18,8,8,10,8,7
0,4,3,4,4,4,0,3,4,4,3,3,2,4,3,3,4,3,10,7,2,38,6,11,8,7,6,6,6,16,8,7,7,0,4,3,5,6,6,7,22,11,9,13,8,8
0,4,4,6,4,4,1,4,4,4,3,3,3,4,3,3,4,2,10,7,2,39,9,13,10,8,7,6,8,13,7,7,7,0,5,3,7,8,7,4,19,8,9,10,8,8
0,5,5,7,7,7,2,8,9,9,6,10,5,6,6,5,7,2,15,9,7,63,12,16,13,9,8,9,9,18,10,10,8,0,6,4,8,9,8,7,24,10,10,12,10,9
0,4,3,4,4,4,0,3,4,4,3,3,2,4,3,3,4,2,10,7,2,38,6,11,8,7,6,6,6,16,8,7,7,0,4,3,5,6,6,7,22,11,9,13,8,8
0,4,4,6,4,4,1,4,4,4,4,4,3,4,4,3,4,2,11,7,3,44,9,13,11,8,7,7,8,14,8,8,7,0,5,3,7,8,7,5,20,8,9,10,8,8
0,4,4,6,4,4,1,4,6,4,3,3,3,4,3,3,4,2,10,6,2,40,9,13,10,8,7,6,8,13,7,7,7,0,5,3,7,8,7,4,19,8,9,10,8,8
0,4,4,6,4,4,1,4,4,4,3,3,3,4,3,3,4,2,10,7,2,39,9,13,10,8,7,6,8,13,7,7,7,0,5,3,7,8,7,4,19,8,9,10,8,8
0,4,3,4,4,4,1,4,4,4,4,5,3,3,2,2,3,2,13,9,6,61,11,22,15,6,6,10,6,19,7,7,6,0,5,4,9,9,6,6,26,11,11,14,11,9
0,4,4,4,4,4,1,4,4,4,3,3,3,4,4,3,4,2,11,7,3,43,7,12,9,7,6,6,6,16,9,7,7,0,5,3,5,6,6,7,24,12,10,13,8,8
0,7,6,5,6,5,0,5,6,6,5,3,3,3,3,2,5,5,10,6,5,47,8,12,10,7,6,6,7,12,7,7,7,0,4,3,6,8,6,4,18,7,8,9,7,7
0,4,4,4,4,4,1,4,4,4,4,4,3,4,4,3,4,2,11,7,3,44,7,13,9,7,6,6,7,17,9,8,7,0,5,3,5,6,6,7,24,12,10,14,9,9
0,3,2,3,3,3,0,3,3,3,2,3,2,2,1,1,2,4,11,7,5,46,7,15,11,4,4,8,4,13,6,5,4,0,4,3,7,7,4,4,20,9,9,12,9,8
0,4,4,4,4,4,1,4,4,4,3,3,3,4,4,3,4,2,11,7,3,42,7,12,9,7,6,6,6,16,9,7,7,0,5,3,5,6,6,7,24,12,10,13,8,8
0,9,7,7,7,7,2,7,8,8,6,9,5,5,5,4,7,2,14,8,7,61,12,16,12,9,8,8,9,17,9,9,8,0,6,4,8,9,8,7,23,9,10,11,9,9
0,4,3,5,4,4,1,4,4,4,4,5,3,3,2,2,3,2,13,8,6,60,11,21,15,5,6,10,6,18,7,6,6,0,5,4,9,9,5,6,25,11,11,14,11,9
0,8,6,6,6,6,1,6,7,7,5,6,4,4,4,3,6,2,12,7,6,54,10,14,11,8,7,7,8,15,8,8,7,0,5,3,7,8,7,5,21,8,9,10,8,8
0,4,3,5,6,5,0,5,5,5,5,2,3,3,3,2,5,5,9,5,5,44,7,11,9,7,6,5,7,11,6,6,7,0,4,3,6,8,6,3,17,7,8,9,7,7
0,4,3,4,4,4,0,3,3,3,2,2,2,4,2,2,4,3,9,6,5,33,6,9,7,6,5,5,5,15,7,8,6,0,6,3,5,6,6,7,21,11,8,12,7,7
0,5,5,7,5,5,2,5,9,6,6,6,4,5,7,5,5,2,14,9,6,62,13,17,13,9,8,9,9,18,10,10,8,0,6,4,8,9,8,8,24,10,10,12,10,9
0,4,3,4,4,4,0,3,3,3,2,2,2,4,2,2,4,2,9,6,1,30,5,8,6,6,5,5,5,15,7,6,7,0,4,3,5,6,6,7,20,11,8,12,7,7
0,4,3,5,4,4,0,5,6,3,3,3,2,4,3,2,5,2,10,6,5,47,8,12,10,7,6,6,7,12,7,7,7,0,4,3,6,8,6,4,18,7,8,9,7,7
0,4,3,5,4,4,1,4,4,4,4,5,3,3,2,2,3,4,13,9,6,61,11,22,15,6,6,10,6,19,7,7,6,0,5,4,9,9,6,6,26,11,11,14,11,9
0,3,2,3,3,3,0,3,3,3,2,3,2,2,1,1,2,2,11,7,5,44,6,15,10,4,4,7,4,13,6,5,4,0,4,3,7,7,4,4,20,9,9,12,8,8
0,4,3,5,5,5,1,4,4,5,5,5,4,5,6,2,3,4,13,8,6,57,10,17,12,8,7,7,8,18,11,10,7,0,8,5,6,7,7,8,28,13,12,15,10,10
0,5,4,6,7,6,1,7,8,8,6,8,4,5,5,4,6,4,14,8,6,59,11,15,12,8,7,8,8,16,9,9,8,0,5,4,7,9,7,6,22,9,9,11,9,8
0,4,4,6,4,4,1,6,7,7,4,4,3,4,4,3,6,5,12,7,6,53,9,13,11,8,7,7,8,14,8,8,7,0,5,3,7,8,7,5,20,8,9,10,8,8
0,3,2,4,3,3,0,3,3,3,2,3,2,2,1,1,2,2,11,7,5,47,8,14,10,7,6,6,7,17,9,9,6,0,7,4,5,6,6,7,25,12,10,14,9,9
0,4,3,5,5,5,1,3,3,5,4,4,3,5,5,2,3,2,12,8,6,48,8,14,10,8,7,7,7,17,10,10,7,0,8,4,6,7,7,8,25,12,11,14,9,9
0,5,4,5,5,5,1,4,5,5,5,5,3,5,6,4,5,2,13,8,5,56,11,15,12,8,7,8,8,17,9,9,8,0,5,4,7,9,7,7,23,9,9,11,9,8
0,6,6,5,6,5,0,5,5,5,5,2,3,3,3,2,5,2,9,5,5,44,7,11,9,7,6,5,7,11,6,6,7,0,4,3,6,8,6,3,17,7,8,9,7,7
0,3,2,3,3,3,0,3,3,3,2,3,2,2,1,1,2,2,11,7,5,46,7,15,11,4,4,8,4,13,6,5,4,0,4,3,7,7,4,4,20,9,9,12,9,8
0,5,5,7,7,7,2,8,9,9,6,6,4,5,7,5,7,3,15,9,7,64,13,17,13,9,8,9,9,18,10,10,8,0,6,4,8,9,8,8,24,10,10,12,10,9
0,7,6,5,6,5,0,5,6,6,5,3,3,3,3,2,5,3,10,6,5,48,8,12,10,7,6,6,7,12,7,7,7,0,4,3,6,8,6,4,18,7,8,9,7,7
0,5,5,5,5,5,2,5,6,6,5,5,4,5,6,5,5,2,13,9,5,60,10,18,13,9,8,8,8,18,11,9,8,0,6,4,6,7,7,8,28,13,12,15,10,10
0,5,4,6,5,5,1,7,8,5,5,5,3,5,5,4,6,2,12,8,6,59,11,15,12,8,7,8,8,17,9,9,8,0,5,4,7,9,7,6,23,9,9,11,9,8
0,4,3,5,4,4,1,4,4,4,3,4,3,3,2,2,3,4,13,8,6,58,10,20,14,5,5,10,5,18,7,6,5,0,5,4,8,8,5,6,25,11,11,14,11,9
0,4,3,4,4,4,0,3,4,4,3,3,2,4,3,3,4,4,10,7,2,36,6,10,7,7,6,6,6,16,8,7,7,0,4,3,5,6,6,7,22,11,9,13,8,8
0,4,3,4,4,4,1,4,4,4,4,5,3,3,2,2,3,3,13,9,6,61,11,21,15,6,6,10,6,19,7,7,6,0,5,4,9,9,6,6,26,11,11,14,11,9
0,4,3,5,5,5,1,5,6,6,6,6,4,5,7,2,3,2,14,9,6,63,11,19,14,9,8,8,9,19,12,11,7,0,9,5,6,7,7,8,29,13,13,16,11,11
0,4,3,4,4,4,1,4,4,4,4,5,3,3,2,2,3,2,14,9,6,63,11,22,15,6,6,11,6,19,7,7,6,0,5,4,9,9,6,7,26,12,12,15,12,9
0,3,2,3,3,3,0,3,3,3,2,3,2,2,1,1,2,2,10,6,5,40,5,13,9,3,4,7,4,11,6,4,4,0,4,3,7,7,3,3,18,8,8,11,8,8
0,5,4,6,5,5,1,4,5,5,5,5,3,5,6,4,5,3,13,8,5,55,11,15,12,8,7,8,8,17,9,9,8,0,5,4,7,9,7,7,23,9,9,11,9,8
0,3,2,4,3,3,0,3,3,3,2,3,2,2,1,1,2,3,11,7,5,45,8,13,10,7,6,6,7,17,9,9,6,0,7,4,5,6,6,7,24,12,10,14,9,9
0,3,2,4,2,2,0,2,2,2,1,2,2,2,1,1,2,3,9,5,5,30,5,8,6,6,5,5,5,15,7,8,6,0,6,3,5,6,6,7,20,11,8,12,7,7
0,5,4,6,5,5,1,4,5,5,4,4,3,5,5,4,5,2,12,8,4,50,10,14,11,8,7,7,8,16,8,8,8,0,5,4,7,9,7,6,22,9,9,11,9,8
0,4,4,6,4,4,1,6,6,4,3,3,3,4,3,3,6,3,10,6,6,50,9,13,10,8,7,6,8,13,7,7,7,0,5,3,7,8,7,4,19,8,9,10,8,8
0,4,4,6,6,6,1,6,6,6,5,5,4,4,4,3,6,2,11,6,6,51,9,13,10,8,7,6,8,14,7,7,7,0,5,3,7,8,7,5,20,8,9,10,8,8
0,5,5,7,7,7,2,8,8,8,5,5,4,5,6,5,7,3,15,8,7,63,12,16,12,9,8,8,9,18,9,9,8,0,6,4,8,9,8,7,24,10,10,12,10,9
0,3,2,3,2,2,0,2,2,2,1,2,2,2,1,1,2,2,9,5,5,32,2,10,6,2,3,5,3,9,6,3,3,0,3,2,6,6,2,2,16,7,7,10,6,7
0,5,4,6,5,5,1,7,8,8,5,5,3,5,6,4,6,3,14,8,6,60,11,15,12,8,7,8,8,17,9,9,8,0,5,4,7,9,7,7,23,9,9,11,9,8
0,4,4,6,4,4,1,4,7,4,4,4,3,4,4,3,4,4,11,7,3,44,9,13,11,8,7,7,8,14,8,8,7,0,5,3,7,8,7,5,20,8,9,10,8,8
0,4,3,5,4,4,0,3,6,4,3,3,2,4,3,3,4,4,10,6,2,36,8,12,10,7,6,6,7,12,7,7,7,0,4,3,6,8,6,4,18,8,8,10,8,7
0,3,2,4,4,4,0,2,2,2,1,2,2,2,1,1,2,3,10,6,5,35,6,10,7,6,5,5,6,16,8,8,6,0,6,3,5,6,6,7,21,11,9,13,8,8
0,3,2,4,2,2,0,2,2,2,2,3,2,2,1,1,2,3,10,6,5,37,4,12,8,3,4,6,4,10,6,4,4,0,3,2,7,7,3,3,17,8,8,11,7,7
0,4,4,4,4,4,0,4,4,4,3,3,3,4,4,1,2,2,11,7,5,41,7,12,8,7,6,6,6,16,9,9,6,0,7,4,5,6,6,7,23,12,10,13,8,8
0,9,7,7,7,7,2,7,8,8,6,9,5,5,5,6,7,4,14,8,7,61,12,16,12,9,8,8,9,17,9,9,8,0,6,4,8,9,8,7,23,9,10,11,9,9
0,5,4,6,5,5,1,7,8,5,5,5,3,5,6,4,6,3,14,8,6,60,11,15,12,8,7,8,8,17,9,9,8,0,5,4,7,9,7,7,23,9,9,11,9,8
0,4,3,5,4,4,1,4,4,4,3,4,3,3,2,2,3,3,13,8,6,58,10,20,14,5,5,10,5,18,7,6,5,0,5,4,8,8,5,6,25,11,11,14,11,9
0,4,3,5,5,4,1,4,4,4,4,5,3,3,2,2,3,4,13,9,6,61,10,19,13,9,8,8,9,19,11,11,7,0,9,5,6,7,7,8,29,13,12,16,11,11
0,4,3,4,3,3,1,3,3,3,3,4,3,3,2,2,3,2,12,7,6,51,8,17,12,4,5,9,5,15,7,5,5,0,4,3,8,8,4,5,22,10,10,13,10,8
0,5,5,7,5,5,2,8,9,9,6,6,4,5,7,5,7,4,16,9,7,65,13,17,13,9,8,9,9,19,10,10,8,0,6,4,8,9,8,8,25,10,10,12,10,9
0,3,2,4,4,4,0,3,3,3,3,3,2,4,3,1,2,3,10,6,5,35,6,10,7,6,5,5,6,16,8,8,6,0,6,3,5,6,6,7,21,11,9,13,8,8
0,3,2,4,2,2,0,2,2,2,2,3,2,2,1,1,2,3,10,6,5,38,4,12,8,3,4,6,4,11,6,4,4,0,3,2,7,7,3,3,18,8,8,11,7,7
0,4,3,4,4,4,0,3,4,4,3,3,2,4,3,3,4,2,10,7,5,38,6,11,8,7,6,6,6,16,8,9,6,0,7,3,5,6,6,7,22,11,9,13,8,8
0,5,4,6,5,5,1,4,8,5,5,5,3,5,5,4,6,2,12,8,4,54,11,15,12,8,7,8,8,16,9,9,8,0,5,4,7,9,7,6,22,9,9,11,9,8
0,9,7,7,7,7,2,7,8,8,6,9,5,5,5,4,7,4,14,8,7,61,12,16,12,9,8,8,9,17,9,9,8,0,6,4,8,9,8,7,23,9,10,11,9,9
0,4,3,5,4,4,0,3,4,4,3,3,2,4,3,3,4,3,10,6,2,38,8,12,10,7,6,6,7,13,7,7,7,0,4,3,6,8,6,4,19,8,8,10,8,7
0,3,2,4,4,4,0,3,3,3,3,3,2,4,3,1,2,4,10,6,5,35,6,10,7,6,5,5,6,16,8,8,6,0,6,3,5,6,6,7,21,11,9,13,8,8
0,4,4,4,4,4,1,4,4,4,4,4,3,4,4,3,4,2,11,7,3,47,8,14,10,7,6,6,7,17,9,8,7,0,5,3,5,6,6,7,25,12,10,14,9,9
0,4,4,4,4,4,1,4,4,4,4,4,3,4,4,3,4,3,11,7,3,44,7,13,9,7,6,6,7,17,9,8,7,0,5,3,5,6,6,7,24,12,10,14,9,9
0,10,7,7,7,7,3,8,9,9,6,11,5,6,6,5,7,2,16,9,7,65,13,17,13,9,8,9,9,19,10,10,8,0,6,4,8,9,8,8,25,10,10,12,10,9
0,3,2,4,2,2,0,2,2,2,2,3,2,2,1,1,2,2,10,6,5,38,4,12,8,3,4,6,4,11,6,4,4,0,3,2,7,7,3,3,18,8,8,11,7,7
0,6,6,5,6,5,0,5,5,5,5,3,3,3,3,2,5,2,9,5,5,45,7,11,9,7,6,5,7,12,6,6,7,0,4,3,6,8,6,3,18,7,8,9,7,7
0,5,5,7,5,5,2,5,6,6,6,6,4,5,7,5,5,2,14,9,6,64,13,17,13,9,8,9,9,19,10,10,8,0,6,4,8,9,8,8,25,10,10,12,10,9
0,9,7,6,7,6,2,7,8,8,6,8,4,5,5,4,6,2,14,8,6,58,11,15,12,8,7,8,8,16,9,9,8,0,5,4,7,9,7,6,22,9,9,11,9,8
0,3,2,4,4,3,0,3,3,3,2,3,2,2,1,1,2,2,11,6,5,42,7,12,9,7,6,6,6,16,9,9,6,0,7,4,5,6,6,7,24,12,10,13,8,8
0,3,2,4,3,3,0,3,3,3,2,3,2,2,1,1,2,2,11,7,5,45,6,15,10,4,4,8,4,13,6,5,4,0,4,3,7,7,4,4,20,9,9,12,9,8
0,5,5,7,5,5,2,5,6,6,5,5,4,5,6,5,5,2,13,9,5,59,12,16,12,9,8,8,9,18,9,9,8,0,6,4,8,9,8,7,24,10,10,12,10,9
0,5,4,5,5,5,1,4,5,5,5,5,3,5,5,4,5,3,12,8,4,52,11,15,12,8,7,8,8,16,9,9,8,0,5,4,7,9,7,6,22,9,9,11,9,8
0,4,3,5,4,4,0,3,6,4,3,3,2,4,3,3,4,3,10,6,2,38,8,12,10,7,6,6,7,13,7,7,7,0,4,3,6,8,6,4,19,8,8,10,8,7
0,3,2,4,2,2,0,2,2,2,2,3,2,2,1,1,2,2,10,6,5,38,4,12,8,3,4,6,4,11,6,4,4,0,3,2,7,7,3,3,18,8,8,11,7,7
0,3,2,4,3,3,0,3,3,3,2,3,2,2,1,1,2,2,11,6,5,43,6,14,10,3,4,7,4,12,6,4,4,0,4,3,7,7,3,4,19,9,9,12,8,8
0,3,2,4,3,3,0,3,3,3,2,3,2,2,1,1,2,2,11,7,5,43,6,14,10,4,4,7,4,13,6,5,4,0,4,3,7,7,4,4,20,9,9,12,8,8
0,4,3,5,4,4,1,4,4,4,3,4,3,3,2,2,3,2,13,8,6,57,10,20,14,5,5,10,5,17,7,6,5,0,5,4,8,8,5,6,24,11,11,14,11,9
0,3,2,4,2,2,0,2,2,2,1,2,2,2,1,1,2,2,10,6,5,35,3,11,7,3,3,6,3,10,6,4,3,0,3,2,6,6,3,3,17,8,8,11,7,7
0,3,2,4,2,2,0,2,2,2,1,2,2,2,1,1,2,2,10,5,5,34,3,11,7,2,3,6,3,9,6,3,3,0,3,2,6,6,2,3,16,8,8,11,7,7
0,4,4,6,4,4,1,4,6,4,3,3,3,4,3,3,4,2,10,6,2,40,9,13,10,8,7,6,8,13,7,7,7,0,5,3,7,8,7,4,19,8,9,10,8,8
0,4,3,4,4,4,0,3,4,4,3,3,2,4,3,3,4,2,10,7,2,39,6,11,8,7,6,6,6,16,8,7,7,0,4,3,5,6,6,7,22,11,9,13,8,8
0,9,7,6,7,6,2,7,8,8,6,8,4,5,5,6,6,2,14,8,6,59,11,15,12,8,7,8,8,16,9,9,8,0,5,4,7,9,7,6,22,9,9,11,9,8
0,3,2,3,3,3,0,3,3,3,2,3,2,2,1,1,2,3,11,6,5,41,5,14,9,3,4,7,4,12,6,4,4,0,4,3,7,7,3,4,19,9,9,12,8,8
0,4,3,5,3,3,1,3,3,3,3,4,3,3,2,2,3,2,12,8,6,52,9,16,11,8,7,7,8,18,10,10,7,0,8,4,6,7,7,8,26,12,11,15,10,10
0,5,5,7,5,5,2,5,6,6,6,6,4,5,7,5,5,2,14,9,6,62,12,16,13,9,8,9,9,18,10,10,8,0,6,4,8,9,8,8,24,10,10,12,10,9
0,4,3,5,5,4,1,4,4,4,4,5,3,3,2,2,3,2,13,9,6,61,10,19,13,9,8,8,9,19,11,11,7,0,9,5,6,7,7,8,29,13,12,16,11,11
0,5,4,6,7,6,1,7,7,7,6,7,4,5,5,4,6,4,13,7,6,55,10,14,11,8,7,7,8,15,8,8,8,0,5,4,7,9,7,6,21,9,9,11,9,8
0,3,2,4,4,4,0,4,4,4,4,4,3,4,4,1,2,5,11,7,5,44,7,13,9,7,6,6,7,17,9,9,6,0,7,4,5,6,6,7,24,12,10,14,9,9
0,3,2,4,2,2,0,2,2,2,1,2,2,2,1,1,2,2,9,5,5,33,3,10,7,2,3,6,3,9,6,3,3,0,3,2,6,6,2,2,16,7,7,10,7,7
0,4,3,4,3,3,1,3,3,3,3,4,3,3,2,2,3,2,12,7,6,49,8,17,12,4,5,8,5,15,7,5,5,0,4,3,8,8,4,5,22,10,10,13,9,8
0,5,5,5,5,5,1,5,6,6,6,6,4,5,7,5,5,3,14,9,6,64,11,20,14,9,8,8,9,19,12,11,7,0,9,5,6,7,7,8,30,13,13,16,11,11
0,5,4,6,5,5,1,4,8,5,5,5,3,5,5,4,5,2,12,8,4,54,11,15,12,8,7,8,8,16,9,9,8,0,5,4,7,9,7,6,22,9,9,11,9,8
0,5,5,7,5,5,2,5,6,6,6,6,4,5,7,5,5,3,14,9,6,64,13,17,13,9,8,9,9,19,10,10,8,0,6,4,8,9,8,8,25,10,10,12,10,9
0,5,4,6,5,5,1,7,7,5,4,4,3,5,5,4,6,2,12,7,4,50,10,14,11,8,7,7,8,15,8,8,8,0,5,4,7,9,7,6,21,9,9,11,9,8
0,4,4,6,4,4,1,4,7,4,4,4,3,4,4,3,4,3,11,7,3,47,10,14,11,8,7,7,8,15,8,8,7,0,5,3,7,8,7,5,21,8,9,10,8,8
0,5,5,5,5,5,2,5,6,6,5,5,4,5,6,5,5,2,13,9,5,61,12,16,12,9,8,8,9,18,9,9,8,0,6,4,8,9,8,7,24,10,10,12,10,9
0,4,3,5,4,4,1,4,4,4,3,4,3,3,2,2,3,3,13,8,6,58,10,20,14,5,5,10,5,18,7,6,5,0,5,4,8,8,5,6,25,11,11,14,11,9
0,8,6,6,6,6,1,6,7,7,5,6,4,4,4,3,6,4,12,7,6,53,9,13,11,8,7,7,8,14,8,8,7,0,5,3,7,8,7,5,20,8,9,10,8,8
0,4,3,5,5,5,1,3,3,5,4,4,3,5,5,2,3,2,12,8,6,51,9,15,11,8,7,7,7,17,10,10,7,0,8,4,6,7,7,8,26,12,11,14,9,9
0,3,2,4,4,2,0,2,2,2,2,3,2,2,1,1,2,2,10,6,5,36,6,10,7,7,6,6,6,16,8,9,6,0,7,3,5,6,6,7,22,11,9,13,8,8
0,4,3,4,4,4,0,3,4,4,3,3,2,4,3,3,4,2,10,7,2,38,6,11,8,7,6,6,6,16,8,7,7,0,4,3,5,6,6,7,22,11,9,13,8,8
0,4,3,4,3,3,1,3,3,3,3,4,3,3,2,2,3,2,12,7,6,50,8,17,12,4,5,8,5,15,7,5,5,0,4,3,8,8,4,5,22,10,10,13,9,8
0,3,2,4,4,4,0,4,4,4,4,4,3,4,4,1,2,2,11,7,5,44,7,13,9,7,6,6,7,17,9,9,6,0,7,4,5,6,6,7,24,12,10,14,9,9
0,3,2,3,2,2,0,2,2,2,1,2,2,2,1,1,2,2,9,5,5,31,2,10,6,2,3,5,3,9,6,3,3,0,3,2,6,6,2,2,16,7,7,10,6,7
0,4,3,4,4,4,1,4,4,4,3,4,3,3,2,2,3,3,13,8,6,58,10,20,14,5,5,10,5,17,7,6,5,0,5,4,8,8,5,6,24,11,11,14,11,9
0,4,3,5,4,4,0,3,5,3,2,2,2,4,2,2,4,2,9,5,1,32,7,11,9,7,6,5,7,11,6,6,7,0,4,3,6,8,6,3,17,7,8,9,7,7
0,5,4,5,5,5,1,4,5,5,4,4,3,5,5,4,5,3,12,8,4,48,8,14,10,8,7,7,7,17,10,10,7,0,8,4,6,7,7,8,25,12,11,14,9,9
0,9,7,7,7,7,3,8,8,8,6,10,5,6,6,5,7,3,15,8,7,63,12,16,12,9,8,8,9,18,9,9,8,0,6,4,8,9,8,7,24,10,10,12,10,9
0,5,5,7,5,5,2,5,9,6,6,6,4,5,6,5,5,2,13,9,5,61,12,16,13,9,8,9,9,18,10,10,8,0,6,4,8,9,8,7,24,10,10,12,10,9
0,10,7,7,7,7,3,8,9,9,6,10,5,6,6,6,7,3,15,9,7,63,12,16,13,9,8,9,9,18,10,10,8,0,6,4,8,9,8,7,24,10,10,12,10,9
0,3,2,4,2,2,0,2,2,2,1,2,2,2,1,1,2,3,9,5,5,32,2,10,6,2,3,5,3,9,6,3,3,0,3,2,6,6,2,2,16,7,7,10,6,7
0,5,4,6,5,5,1,7,7,5,4,4,3,5,5,4,6,3,12,7,6,58,11,15,11,8,7,7,8,16,8,8,8,0,5,4,7,9,7,6,22,9,9,11,9,8
0,5,5,5,5,5,2,5,6,6,6,6,4,5,7,5,5,2,14,9,6,64,11,20,14,9,8,8,9,19,12,10,8,0,6,4,6,7,7,8,30,13,13,16,11,11
0,3,2,4,4,4,0,3,3,4,4,4,3,4,4,1,2,4,11,7,5,47,8,14,10,7,6,6,7,17,9,9,6,0,7,4,5,6,6,7,25,12,10,14,9,9
0,4,3,5,4,4,0,6,6,4,3,3,2,4,3,3,5,2,10,6,5,48,8,12,10,7,6,6,7,12,7,7,7,0,4,3,6,8,6,4,18,8,8,10,8,7
0,3,2,3,2,2,0,2,2,2,2,3,2,2,1,1,2,4,10,6,5,39,4,12,8,3,4,6,4,11,6,4,4,0,3,2,7,7,3,3,18,8,8,11,7,7
0,7,6,5,6,5,1,6,6,6,5,4,3,4,4,3,5,2,11,6,5,49,8,12,10,7,6,6,7,13,7,7,7,0,4,3,6,8,6,4,19,8,8,10,8,7
0,4,4,6,4,4,1,6,7,4,4,4,3,4,4,3,6,3,11,7,6,53,10,14,11,8,7,7,8,14,8,8,7,0,5,3,7,8,7,5,20,8,9,10,8,8
0,3,2,4,3,3,0,3,3,3,2,3,2,2,1,1,2,2,10,6,5,39,5,13,9,3,4,7,4,11,6,4,4,0,4,3,7,7,3,3,18,8,8,11,8,8
0,5,4,6,5,5,1,4,5,5,4,4,3,5,5,4,5,3,12,7,4,50,10,14,11,8,7,7,8,16,8,8,8,0,5,4,7,9,7,6,22,9,9,11,9,8
0,4,3,5,4,4,1,4,4,4,4,5,3,3,2,2,3,2,14,9,6,62,11,22,15,6,6,10,6,19,7,7,6,0,5,4,9,9,6,7,26,12,12,15,11,9
0,5,4,6,5,5,1,4,5,5,4,4,3,5,5,4,5,2,12,7,4,51,11,15,11,8,7,7,8,16,8,8,8,0,5,4,7,9,7,6,22,9,9,11,9,8
0,4,3,5,4,4,1,4,4,4,3,4,3,3,2,2,3,2,13,8,6,59,10,20,14,5,5,10,5,18,7,6,5,0,5,4,8,8,5,6,25,11,11,14,11,9
0,4,3,4,4,4,1,4,4,4,4,5,3,3,2,2,3,4,14,9,6,63,12,22,16,6,6,11,6,19,7,7,6,0,5,4,9,9,6,7,26,12,12,15,12,9
0,3,2,3,3,3,0,3,3,3,2,3,2,2,1,1,2,2,10,6,5,40,5,13,9,3,4,7,4,11,6,4,4,0,4,3,7,7,3,3,18,8,8,11,8,8
0,5,4,5,5,5,1,4,5,5,5,5,3,5,5,4,5,2,12,8,4,54,9,16,11,8,7,7,8,18,10,10,7,0,8,4,6,7,7,8,27,12,11,15,10,10
0,4,3,5,4,4,1,4,4,4,3,4,3,3,2,2,3,2,13,8,6,56,10,20,14,5,5,10,5,17,7,6,5,0,5,4,8,8,5,6,24,11,11,14,11,9
0,3,2,4,3,3,0,3,3,3,2,3,2,2,1,1,2,3,11,7,5,45,6,15,10,4,4,7,4,13,6,5,4,0,4,3,7,7,4,4,20,9,9,12,8,8
0,5,5,5,5,5,2,5,6,6,5,5,4,5,6,5,5,3,13,9,5,60,12,16,12,9,8,8,9,18,9,9,8,0,6,4,8,9,8,7,24,10,10,12,10,9
0,5,5,7,7,7,2,8,9,9,6,11,5,6,6,5,7,4,16,9,7,65,13,17,13,9,8,9,9,19,10,10,8,0,6,4,8,9,8,8,25,10,10,12,10,9
0,4,3,5,5,3,1,3,3,3,3,4,3,3,2,2,3,2,12,7,6,51,9,15,11,8,7,7,7,17,10,10,7,0,8,4,6,7,7,8,26,12,11,14,9,9
0,4,3,5,4,4,0,6,6,4,3,3,2,4,3,3,5,2,10,6,5,48,8,12,10,7,6,6,7,13,7,7,7,0,4,3,6,8,6,4,19,8,8,10,8,7
0,3,2,4,4,4,0,3,3,4,4,4,3,4,4,1,2,2,11,7,5,47,8,14,10,7,6,6,7,17,9,9,6,0,7,4,5,6,6,7,25,12,10,14,9,9
0,4,4,6,4,4,1,4,6,4,3,3,3,4,4,3,4,2,11,6,3,43,9,13,10,8,7,6,8,14,7,7,7,0,5,3,7,8,7,5,20,8,9,10,8,8
0,3,2,4,4,4,0,3,3,3,2,3,2,2,1,1,2,3,11,6,5,41,7,12,9,7,6,6,6,16,9,9,6,0,7,4,5,6,6,7,23,12,10,13,8,8
0,5,5,5,5,5,1,5,6,6,6,6,4,5,6,5,5,2,13,9,5,61,10,19,13,9,8,8,9,19,11,11,7,0,9,5,6,7,7,8,29,13,12,16,11,11
